,id_str,screen_name,full_text,retweeted
882,518337662,Internet_krbot,"월탱 : 요즘 리그오브레전드의 틈새시장에서 나름 인기를 얻는 전차 시뮬레이션 게임 월드오브탱크의 줄임말. 꽤나 매니아틱하다는 점에서 입문이 어렵지만, 한번 빠지면 헤어나오기 매우 힘들다. 봇주도 빠졌다. #게임",0
883,2831667636,dialogue__bot,소환사의 협곡에 오신것을 환영합니다. - &lt;리그오브레전드&gt; 첫 시작시 대사,0
884,418349965,ranglerffinn,리그오브레전드란게임이 있나봐! 엄마랑같이보는데 우리같은 수인이 있더라구~! 음...이거우리엄마한텐 비밀인데.. 아..아리라는 구미호누나 너무예뻤어 한눈에반해버렸다구..! 헤헤 쑥쓰러운걸~ 꼭비밀로해줘!  #케모노,0
885,1454222900,chjop12,"리그오브레전드 같이해요~
닉네임 - 떱 떤 이예요
친추주세요~ #자동",0
886,4255187000,lol_info_kr,63. 렉사이는 리그오브레전드 최초로 성우가 없는 영웅이며 등장한 공허생명체중 유일한 암컷입니다.,0
887,1262289887690022913,vSSy4BbnUyXI2a0,"롤RP대리충전 롤RP대리결제등이 아닙니다. 롤RP선물식입니다. 라구세트 50개 = 66,000원 라구세트 25개 = 33,000원 (RP당 5.3원) 스킨 및 다른것들도 가능합니다. 카톡ID minji2233 언제든 카톡주세요! RP선물 리그오브레전드RP 롤알피선물",0
888,1525726843784949761,Hat44_CHAM,"게임
롤(우리아가깜찍이롤X)합니다
리그오브레전드요",0
889,1523262887279861760,fuzewoodz,"""리그 오브 레전드를 하다가 연패를 하면, 메이플스토리에 접속하여 달팽이를 사냥하며 힐링을 한다고 한다.""

가슴 따땃해져서 몽글몽글한 기분으로 읽다 말고 개같이 웃어버린 부분.... 진짜 귀엽다 얘 어쩜 좋지",0
890,1448709345764528137,hizhiz_2233,@suan_adb ㅋㅋㅋㅋㅋㅋ 사람의 밑바닥까지 볼 수 있다는 리그오브레전드,0
891,912860537670660096,MagicPowerjohns,@LeParadissioN 그것은바로중국게임리그오브레전드,0
892,2241927704,IDKWID_bot,리그 오브 레전드 (LOL) 노답상황 봇입니다.,0
893,1498629846154772481,sop4420,리그오브레전드는자해다..,0
894,1108759724399325184,__migummy,@bronzebubblez 바로바로 리그오브레전드입니다,0
895,4255187000,lol_info_kr,"47. 그라가슴.. 아니 그라가스는 리그오브레전드 최고의 거유 캐릭터입니다.
2위는 우르곳입니다.",0
896,2831667636,dialogue__bot,어디로 가야하오? - &lt;리그오브레전드&gt; 리신,0
897,956686801413988352,kim_edit,리그오브레전드 2/5,0
898,1525741585786277888,sortleirz,"@MagicPowerjohns 바로그게문제예요 VR챗이아닌곳에서 VR챗을하려고든다는거
마치 리그오브레전드에서 마창사를 플레이하려는것과 같죠
그리고 그것은 바로 '신 짜오' 그의광기와살육을목도하라",1
899,837271612873322498,sortleirz,"@MagicPowerjohns 바로그게문제예요 VR챗이아닌곳에서 VR챗을하려고든다는거
마치 리그오브레전드에서 마창사를 플레이하려는것과 같죠
그리고 그것은 바로 '신 짜오' 그의광기와살육을목도하라",0
900,1126863096,ducklivingpoint,[리그 오브 레전드] 넌 매드 라이프가 아니다.,0
901,1502584972472774656,yun_ilikeyou,"@1x_so '《리그 오브 레전드》(League of Legends, LoL[A], 롤)는 라이엇 게임즈에서 개발 및 서비스하는 멀티플레이어 온라인 배틀 아레나(Multiplayer Online Battle Arena, 약칭: MOBA) 비디오 게임이다. 5명의 챔피언으로 구성된 양팀이 상대방을 파괴하는 식으로 진행하는 게임이다.'
이래요냥!",0
902,1498150034713755648,k_fullcombo,서코 아리 롤 리그오브레전드 포스터,0
903,1454222900,chjop12,"리그오브레전드 같이해요~
닉네임 - 떱 떤 이예요
친추주세요~ #자동",0
904,4255187000,lol_info_kr,"40. 리그오브레전드 프로게이머 중 포지션 변경을 가장 성공적으로 한 게이머는 스코어 고동빈 선수로 알려져 있습니다. 스타테일 시절 탑라이너, KT 원거리 딜러, 현재 KT 정글러등 3 포지션에서 모두 프로급의 경기력을 보여주었습니다.",0
905,2241927704,IDKWID_bot,리그 오브 레전드(LOL) 노답상황 봇입니다.,0
906,1262289887690022913,vSSy4BbnUyXI2a0,"롤RP대리충전 롤RP대리결제등이 아닙니다. 롤RP선물식입니다. 라구세트 50개 = 66,000원 라구세트 25개 = 33,000원 (RP당 5.3원) 스킨 및 다른것들도 가능합니다. 카톡ID minji2233 언제든 카톡주세요! RP선물 리그오브레전드RP 롤알피선물",0
907,4255187000,lol_info_kr,30. 현재 리그 오브 레전드는 18개의 서버가 존재하며 일본서버가 출시될 경우 19개의 서버가 존재하게 됩니다.,0
908,1384294344358653953,GoiviMc,@faker 나는 축구 스타와 리그 오브 레전드를 동시에 하며 나를 이겼다.,0
909,2831667636,dialogue__bot,소환사의 협곡에 오신것을 환영합니다. - &lt;리그오브레전드&gt; 첫 시작시 대사,0
910,1454222900,chjop12,"리그오브레전드 같이해요~
닉네임 - 떱 떤 이예요
친추주세요~ #자동",0
911,418349965,ranglerffinn,리그오브레전드란게임이 있나봐! 엄마랑같이보는데 우리같은 수인이 있더라구~! 음...이거우리엄마한텐 비밀인데.. 아..아리라는 구미호누나 너무예뻤어 한눈에반해버렸다구..! 헤헤 쑥쓰러운걸~ 꼭비밀로해줘!  #케모노,0
912,1475127732,piecesaebyeol,@hayanghayng1201 제 남자친구는 리그 오브 레전드 마스터 티어에요! ㅎㅎ,0
913,458160018,Game_bot_,열두시 방향에 고문관! - 코르키 (리그 오브 레전드),0
914,4255187000,lol_info_kr,"4. 리그오브레전드 월드 챔피언쉽 시즌 1의 우승팀은 Fnatic이였습니다.
이후 시즌 2는 타이페이 어새신
시즌 3는 SKT T1 K
시즌 4는 Samsung Galaxy White
시즌 5는 SKT T1 이였습니다.",0
915,1262289887690022913,vSSy4BbnUyXI2a0,"롤RP대리충전 롤RP대리결제등이 아닙니다. 롤RP선물식입니다. 라구세트 50개 = 66,000원 라구세트 25개 = 33,000원 (RP당 5.3원) 스킨 및 다른것들도 가능합니다. 카톡ID minji2233 언제든 카톡주세요! RP선물 리그오브레전드RP 롤알피선물",0
916,4255187000,lol_info_kr,3. EU메타가 정착화된것은 리그오브레전드 월드 챔피언쉽 시즌 1 이후였습니다.,0
917,4255187000,lol_info_kr,"2. 리그 오브 레전드 초창기 챔피언들은 17개로 누누, 라이즈, 마스터 이, 모르가나, 사이온, 소라카, 시비르, 알리스타, 애니, 워윅, 잭스, 케일, 트리스타나, 트위스티드 페이트, 티모, 피들스틱이였습니다.",0
918,4255187000,lol_info_kr,1. 리그 오브 레전드는 2009년 10월 27일 처음 출시되었습니다.,0
919,2241927704,IDKWID_bot,리그 오브 레전드 (LOL) 노답상황 봇입니다.,0
920,1466789868303163392,1O492,"아씨발
롤(리그오브레전드X 롤20)",0
921,4255187000,lol_info_kr,"87, 리그오브레전드 월드 챔피언쉽 시즌 4 당시 관람권을 구매한 사람에 한에서 아리 넨드로이드를 판매했었습니다.",0
922,956686801413988352,kim_edit,"밥먹고기운생기자마자 하는 행동은?

'리그오브레전드'",0
923,1112311290385448960,somial__,@ILOVEYOUTO_0 리그오브레전드리배틀오브그라운드오벌워치사라면사는것글,0
924,2831667636,dialogue__bot,어디로 가야하오? - &lt;리그오브레전드&gt; 리신,0
925,394385383,Ruppell0512,"지금 현재 토요일 pc방 알바중...

중딩들 이야기하는거 들어보면 개웃김...

저번주까지만해도 문 전 대통령 욕을 하더니..

이제는 윤 현 대통령을 욕하기 시작...

근데 게임(리그오브레전드)하면서 욕하는데 아무런 맥락이 없는...ㅋㅋ",0
926,2838080821,bot_mint,"[리그오브레전드]

쉬바나-'나는 곧 내 적수의 공포이니라'",0
927,1454222900,chjop12,"리그오브레전드 같이해요~
닉네임 - 떱 떤 이예요
친추주세요~ #자동",0
928,2241927704,IDKWID_bot,리그 오브 레전드(LOL) 노답상황 봇입니다.,0
929,1491932662453334017,x_xan_na96,@uuuuchan5 요즘 리그 오브 레전드 보다 발로란트가 더 재미 있어요~!,0
930,4280446873,popin_star,@haenydayo ㅡㅡ ㅋㅋㅋ ㅋㅋ ㅋㅋ 하….. 사회생활 리그오브레전드로 배우신듯하네요 ㅋㅋㅋ…,0
931,418349965,ranglerffinn,리그오브레전드란게임이 있나봐! 엄마랑같이보는데 우리같은 수인이 있더라구~! 음...이거우리엄마한텐 비밀인데.. 아..아리라는 구미호누나 너무예뻤어 한눈에반해버렸다구..! 헤헤 쑥쓰러운걸~ 꼭비밀로해줘!  #케모노,0
932,4255187000,lol_info_kr,63. 렉사이는 리그오브레전드 최초로 성우가 없는 영웅이며 등장한 공허생명체중 유일한 암컷입니다.,0
933,1262289887690022913,vSSy4BbnUyXI2a0,"롤RP대리충전 롤RP대리결제등이 아닙니다. 롤RP선물식입니다. 라구세트 50개 = 66,000원 라구세트 25개 = 33,000원 (RP당 5.3원) 스킨 및 다른것들도 가능합니다. 카톡ID minji2233 언제든 카톡주세요! RP선물 리그오브레전드RP 롤알피선물",0
934,1454222900,chjop12,"리그오브레전드 같이해요~
닉네임 - 떱 떤 이예요
친추주세요~ #자동",0
935,1398472655532036098,F3nn3c_F0x,통산1557번째리그오브레전드재설치중,0
936,1463671505724837888,_yeon_Ez,"❤️‍🔥 성인여성 김여니 | 리그오브레전드 스팀 등 일상 다분한 계정 | 오후 시간대 출현, 게임은 주말에 출현",0
937,4255187000,lol_info_kr,"47. 그라가슴.. 아니 그라가스는 리그오브레전드 최고의 거유 캐릭터입니다.
2위는 우르곳입니다.",0
938,2831667636,dialogue__bot,소환사의 협곡에 오신것을 환영합니다. - &lt;리그오브레전드&gt; 첫 시작시 대사,0
939,1396067335434162187,Magic___Lamp,"@Busan_Dove 2022 Mid-Season Invitational
리그 오브 레전드 게임대회 ㅋㅋㅋ",0
940,2241927704,IDKWID_bot,리그 오브 레전드 (LOL) 노답상황 봇입니다.,0
941,1524981985206120448,ccong_ji,"리그오브레전드 롤 코스옷...제발...구함니다...^^
남캐 아무거나... 여캐는 영꽃 킨드같은 거... 남동생 졸업사진 찍을 거래요... 담주 졸사라 주말내로 배송 가능하신 분... 제발ㅠ^
구매원함... 구매는 가격상관x 대여도 일단 문의 줘보세요 근데 비싸고 깐깐하면 안함",1
942,4255187000,lol_info_kr,"40. 리그오브레전드 프로게이머 중 포지션 변경을 가장 성공적으로 한 게이머는 스코어 고동빈 선수로 알려져 있습니다. 스타테일 시절 탑라이너, KT 원거리 딜러, 현재 KT 정글러등 3 포지션에서 모두 프로급의 경기력을 보여주었습니다.",0
943,912860537670660096,MagicPowerjohns,@LeParadissioN 재훈이 리그 오브 레전드에서 못채운 1대1욕구 여기서 다채우네 ㅋㅋㅋㅋ,0
944,1430860844,ResoluteSmite,@hgeexl 진짜 리그 오브 레전드네요 ㅋㅋ,0
945,1524981985206120448,ccong_ji,"리그오브레전드 롤 코스옷...제발...구함니다...^^
남캐 아무거나... 여캐는 영꽃 킨드같은 거... 남동생 졸업사진 찍을 거래요... 담주 졸사라 주말내로 배송 가능하신 분... 제발ㅠ^
구매원함... 구매는 가격상관x 대여도 일단 문의 줘보세요 근데 비싸고 깐깐하면 안함",1
946,1524981985206120448,ccong_ji,"리그오브레전드 롤 코스옷...제발...구함니다...^^
남캐 아무거나... 여캐는 영꽃 킨드같은 거... 남동생 졸업사진 찍을 거래요... 담주 졸사라 주말내로 배송 가능하신 분... 제발ㅠ^
구매원함... 구매는 가격상관x 대여도 일단 문의 줘보세요 근데 비싸고 깐깐하면 안함",1
947,1262289887690022913,vSSy4BbnUyXI2a0,"롤RP대리충전 롤RP대리결제등이 아닙니다. 롤RP선물식입니다. 라구세트 50개 = 66,000원 라구세트 25개 = 33,000원 (RP당 5.3원) 스킨 및 다른것들도 가능합니다. 카톡ID minji2233 언제든 카톡주세요! RP선물 리그오브레전드RP 롤알피선물",0
948,1465583100269047808,COLLEXXofficial,"🎮 DRX by TEB(Twelve Earthly Branch)🎮
DRX는 리그 오브 레전드, 발로란트, 워크래프트3, 철권 선수단을 운영하는 프로게임단입니다.
프로게임단 DRX와 협업하는 NFT 브랜드 TEB(Twelve Earthly Branch)는 KRONOS와도 파트너십을 맺었습니다.",0
949,1524981985206120448,ccong_ji,"리그오브레전드 롤 코스옷...제발...구함니다...^^
남캐 아무거나... 여캐는 영꽃 킨드같은 거... 남동생 졸업사진 찍을 거래요... 담주 졸사라 주말내로 배송 가능하신 분... 제발ㅠ^
구매원함... 구매는 가격상관x 대여도 일단 문의 줘보세요 근데 비싸고 깐깐하면 안함",1
950,1522535881759854592,skyjets_,"계속 이런저런 왈가왈부와 함께 혐중의 정서는 날이 갈 수록 거세지지만, 정작 중국 게임사가 자본을 인수한 라이엇게임즈의 &lt;리그 오브 레전드&gt;나 &lt;발로란트&gt;, 또는 그냥 &lt;원신&gt;, &lt;러브 앤 프로듀서&gt;, &lt;앙상블 스타즈!!&gt; 등이 인기를 얻듯. 교류는 그렇게 공식의 틀을 벗어나 이뤄진다.",1
951,1126863096,ducklivingpoint,[리그 오브 레전드] 넌 매드 라이프가 아니다.,0
952,1524981985206120448,ccong_ji,"리그오브레전드 롤 코스옷...제발...구함니다...^^
남캐 아무거나... 여캐는 영꽃 킨드같은 거... 남동생 졸업사진 찍을 거래요... 담주 졸사라 주말내로 배송 가능하신 분... 제발ㅠ^
구매원함... 구매는 가격상관x 대여도 일단 문의 줘보세요 근데 비싸고 깐깐하면 안함",1
953,731475397322268672,ccong_ji,"리그오브레전드 롤 코스옷...제발...구함니다...^^
남캐 아무거나... 여캐는 영꽃 킨드같은 거... 남동생 졸업사진 찍을 거래요... 담주 졸사라 주말내로 배송 가능하신 분... 제발ㅠ^
구매원함... 구매는 가격상관x 대여도 일단 문의 줘보세요 근데 비싸고 깐깐하면 안함",0
954,4255187000,lol_info_kr,30. 현재 리그 오브 레전드는 18개의 서버가 존재하며 일본서버가 출시될 경우 19개의 서버가 존재하게 됩니다.,0
955,961764954,qnfans,나는 오버워치의 (적어도한국에서의) 성공에는 ogn APEX의 지분이 크다고 생각한다 이스포츠 종주국이라는 말이 괜히 있는게 아닌게 스타크래프트가 그랬고 리그오브레전드가 그랬던 것처럼.. 그리고 APEX는 징짜 재밌는게 각 팀마다 스토리도 있었고..,0
956,1454222900,chjop12,"리그오브레전드 같이해요~
닉네임 - 떱 떤 이예요
친추주세요~ #자동",0
957,2241927704,IDKWID_bot,리그 오브 레전드(LOL) 노답상황 봇입니다.,0
958,418349965,ranglerffinn,리그오브레전드란게임이 있나봐! 엄마랑같이보는데 우리같은 수인이 있더라구~! 음...이거우리엄마한텐 비밀인데.. 아..아리라는 구미호누나 너무예뻤어 한눈에반해버렸다구..! 헤헤 쑥쓰러운걸~ 꼭비밀로해줘!  #케모노,0
959,2831667636,dialogue__bot,어디로 가야하오? - &lt;리그오브레전드&gt; 리신,0
960,1082121330789539841,R6s_T3sure,@ezpz99wp 리그 오브 레전드의 조이이신가 보군요 상대를 졸리게 하고 궁으로 깜짝 등장하신...,0
961,1399789284526215169,game_hyeok08,"💧2n살 성인 남성
💧게임 위주 계정이지만 일상트 많아요
💧메인 게임 - 에이펙스 레전드, 리그 오브 레전드
💧서브 게임 - 레인보우 식스 시즈, 오버워치, 리듬 게임
💧직장인이라 게임 하는 시간대는 22:30 ~ 04:00",0
962,2838080821,bot_mint,"[리그오브레전드]

제드-보이지 않는 검이 가장 무서운 법이지'
보이지 않는 검이라.",0
